Time, New Command, Measured EIP, Command EIP, Measured DI, Command DI, Measured EDC, Command EDC, Measured PI, Command PI, Measured LUM, Command LUM, Measured FDS, Command FDS, Measured FDP, Command FDP, Force y, Mx, Force x, M z, M y, Force z,0.331121919
46.76,0,10.048371,10,-0.595424,5,10.026834,10,4.88482,5,30.588311,5,9.989096,10,5.055716,5,0.183055,0.277806,0.17242,0.020304,-0.251701,-0.032873,0.498202634
44.02,0,4.994762,5,-0.590011,10,5.001036,5,5.008447,5,30.828154,5,9.991425,10,5.066864,5,0.184344,0.281028,0.17951,0.019981,-0.259758,-0.048664,0.605070385
83.36,0,6.389825,5,-0.594071,10,4.734892,5,10.162714,10,30.978983,5,5.088869,5,10.055696,10,0.166941,0.254924,0.215928,0.017081,-0.297787,-0.041252,0.192444859
73.57,0,5.098412,5,-0.583245,5,4.966994,5,4.878481,5,31.085304,5,5.028315,5,10.002742,10,0.174676,0.262981,0.215283,0.018048,-0.296498,-0.049953,0.772913111
57.96,0,5.015772,5,-0.588658,5,4.923668,5,5.030636,5,30.788592,10,10.012386,10,5.036206,5,0.182088,0.277806,0.17951,0.01837,-0.26008,-0.048664,0.43885784
125.15,0,9.997947,10,-0.590011,10,5.007225,5,5.014786,5,30.969092,10,9.991425,10,9.991593,10,0.16114,0.246544,0.239777,0.016114,-0.325825,-0.043508,0.554037554
3.41,0,2.001545,2,-0.511523,2,2.057975,2,1.965339,2,31.018544,2,1.965677,2,1.909131,2,0.19369,0.29682,0.127623,0.021593,-0.184989,-0.050276,0.802028477
42.36,0,9.077706,10,-0.595424,5,4.719418,5,4.872141,5,30.650127,5,10.042663,10,4.888492,5,0.181766,0.276839,0.174354,0.019981,-0.253957,-0.041252,0.889136898
79.3,0,8.721936,5,-0.588658,10,10.12277,10,5.138413,5,30.825681,5,5.228609,5,10.036186,10,0.170164,0.258469,0.212383,0.01837,-0.291986,-0.029972,0.359003012
72.49,0,9.824263,10,-0.600837,10,10.005171,10,9.652358,10,30.55864,10,10.070611,10,4.935872,5,0.176932,0.268137,0.17661,0.019981,-0.253635,-0.036418,0.260277535
0.76,0,1.82226,2,-0.423563,2,1.924903,2,1.835373,2,16.341244,2,2.140352,2,2.101438,2,0.101518,0.148571,0.089272,0.009346,-0.122467,-0.031261,0.927689154
55.73,0,4.984958,5,-0.600837,10,10.042308,10,10.064446,10,30.469627,5,9.963476,10,4.963743,5,0.183377,0.27845,0.178543,0.019015,-0.258469,-0.047053,0.199523345
112.35,0,8.768159,10,-0.595424,10,9.76069,10,4.792893,5,30.810846,5,9.905251,10,9.96651,10,0.164685,0.254279,0.237198,0.018048,-0.325825,-0.042863,0.04851069
100.05,0,4.99056,5,-0.588658,10,5.01032,5,10.054937,10,30.917167,10,5.012012,5,10.069631,10,0.168875,0.256535,0.217862,0.017403,-0.298109,-0.046731,0.566255705
35.33,0,7.24143,5,-0.59813,10,5.279559,5,10.102485,10,30.892441,10,5.065579,5,5.072438,5,0.19369,0.287152,0.117955,0.021915,-0.174998,-0.02256,0.038766213
22.91,0,10.003549,10,-0.61031,5,9.952561,10,10.013728,10,30.825681,5,5.007354,5,4.997187,5,0.198202,0.293275,0.118921,0.022882,-0.177899,-0.018048,0.982464655
134.241,0,4.997564,5,-0.600837,5,10.020645,10,10.045427,10,30.8059,10,10.038005,10,10.052909,10,0.162429,0.250412,0.244289,0.017725,-0.335172,-0.052854,0.335033866
108.78,0,9.990943,10,-0.595424,10,4.85868,5,5.23351,5,30.838044,5,9.989096,10,9.999955,10,0.161462,0.248156,0.235265,0.018048,-0.320347,-0.041896,0.425313012
13.9,0,4.973752,5,-0.619782,5,10.163001,10,4.941879,5,31.117448,5,5.000367,5,4.974891,5,0.204003,0.312612,0.13987,0.023204,-0.207226,-0.016759,0.043247806
26.7,0,10.000748,10,-0.596777,5,5.106256,5,4.979917,5,30.897387,10,5.079553,5,4.896853,5,0.196913,0.292308,0.119244,0.023526,-0.176932,-0.020304,0.505491071
131.6,0,4.96955,5,-0.595424,10,4.963899,5,10.134184,10,30.97651,10,10.082256,10,10.064057,10,0.161785,0.247834,0.2459,0.017403,-0.335816,-0.055754,0.413179252
98.43,0,9.590352,10,-0.590011,5,4.849396,5,9.972519,10,30.815791,10,4.851311,5,10.072418,10,0.166619,0.253312,0.215283,0.018692,-0.294886,-0.038029,0.313480147
4.46,0,1.980535,2,-0.516936,2,2.057975,2,1.924131,2,31.117448,2,1.98198,2,2.045697,2,0.195624,0.302621,0.12859,0.022882,-0.184667,-0.049953,0.108942262
7.43,0,2.019754,2,-0.51423,2,1.958945,2,1.981189,2,31.186681,2,2.210222,2,2.012252,2,0.197235,0.30391,0.127945,0.021593,-0.185311,-0.050598,0.172799454
121.17,0,9.996546,10,-0.600837,10,10.033024,10,10.013728,10,30.778702,5,10.014715,10,10.033399,10,0.161462,0.247834,0.238487,0.016436,-0.32647,-0.041574,0.823035314
129.35,0,6.668558,5,-0.600837,5,6.72169,5,9.58262,10,30.877606,10,9.991425,10,10.022251,10,0.159851,0.247189,0.239777,0.016759,-0.32937,-0.043186,0.099520314
110.62,0,9.96293,10,-0.596777,5,10.045402,10,4.862631,5,30.865243,5,10.017044,10,10.038973,10,0.163074,0.251701,0.233009,0.017403,-0.321958,-0.038029,0.246227239
119.81,0,4.977954,5,-0.600837,10,9.943277,10,10.096145,10,30.830626,5,10.054308,10,10.025038,10,0.164685,0.254279,0.243966,0.018048,-0.331626,-0.051243,0.383424909
138.921,0,9.971334,10,-0.595424,10,10.02374,10,10.067616,10,30.818263,10,10.012386,10,9.999955,10,0.159529,0.245255,0.240421,0.017081,-0.328726,-0.041896,0.813244368
92.94,0,9.967132,10,-0.587305,10,5.007225,5,4.875311,5,30.845462,10,5.06325,5,9.988806,10,0.167908,0.254601,0.212383,0.018692,-0.290052,-0.033517,0.720698974
49.33,0,7.275046,5,-0.591364,5,7.365389,5,8.612629,10,30.526496,5,9.949502,10,4.997187,5,0.181766,0.276194,0.174354,0.020948,-0.25299,-0.032873,0.106741439
99.55,0,5.067597,5,-0.592718,10,4.951521,5,10.159544,10,31.016072,10,5.223951,5,10.10865,10,0.169197,0.25718,0.216572,0.018048,-0.295531,-0.047697,0.486556226
28.28,0,5.001766,10,-0.594071,10,5.004131,5,4.986257,5,30.974037,10,5.023657,5,4.910789,5,0.199169,0.29682,0.125689,0.02256,-0.182411,-0.029005,0.184795289
33.55,0,5.029779,5,-0.599484,5,5.066025,5,10.020068,10,30.899859,10,4.99338,5,5.066864,5,0.196913,0.292953,0.123111,0.023204,-0.181766,-0.030939,0.096745667
57.22,0,10.006351,10,-0.60219,10,9.989698,10,9.985199,10,30.336106,5,10.005399,10,4.997187,5,0.180477,0.272649,0.173065,0.019015,-0.250412,-0.036095,0.978460382
26.49,0,9.85928,10,-0.60219,5,4.833922,5,4.90384,5,30.803428,10,4.988722,5,4.868983,5,0.197235,0.292953,0.121822,0.023204,-0.177576,-0.019337,0.166896677
114.52,0,9.891496,10,-0.596777,5,4.843206,5,10.007388,10,30.719359,5,10.035676,10,9.91913,10,0.160818,0.246544,0.241388,0.017081,-0.328404,-0.046086,0.450245055
85.39,0,5.618058,5,-0.599484,5,9.38623,10,10.001048,10,30.847935,5,5.123804,5,9.997167,10,0.169519,0.256857,0.217862,0.018692,-0.297142,-0.04093,0.753453563
98.99,0,10.037165,10,-0.592718,5,4.979373,5,9.969349,10,30.867715,10,5.042289,5,9.980445,10,0.166297,0.251701,0.212705,0.018692,-0.291019,-0.034484,0.070935395
36.18,0,5.018574,5,-0.596777,10,4.951521,5,9.972519,10,30.885024,10,5.030644,5,5.04178,5,0.196913,0.291986,0.123756,0.023204,-0.17951,-0.031906,0.985193315
54.58,0,10.102997,10,-0.600837,5,10.039213,10,10.029577,10,30.284182,5,9.909909,10,4.910789,5,0.179832,0.273938,0.173387,0.019659,-0.252023,-0.036095,0.521355595
37.92,0,4.994762,5,-0.595424,5,10.036118,10,10.035917,10,30.964147,10,5.014341,5,5.094734,5,0.197558,0.293597,0.121822,0.022237,-0.177576,-0.029327,0.956099852
62.15,0,5.003166,5,-0.591364,5,10.042308,10,5.017956,5,30.556168,10,9.93087,10,5.002762,5,0.184022,0.278773,0.17951,0.019981,-0.258469,-0.043186,0.687217118
124.63,0,9.989543,10,-0.595424,10,4.997941,5,4.859461,5,30.887496,10,9.900593,10,10.016677,10,0.159851,0.247189,0.239132,0.015792,-0.327759,-0.04383,0.392091011
102,0,4.991961,5,-0.590011,5,9.968035,10,10.013728,10,30.929531,10,5.08654,5,10.008316,10,0.170486,0.259113,0.215283,0.017403,-0.295209,-0.043508,0.850140909
129.47,0,5.11522,5,-0.596777,5,5.035078,5,9.902781,10,30.981455,10,10.024031,10,10.027825,10,0.161462,0.2488,0.243966,0.017081,-0.334205,-0.053821,0.113245897
53.68,0,4.973752,5,-0.59813,5,9.952561,10,9.905951,10,30.370723,5,10.031018,10,5.044567,5,0.184022,0.278773,0.179188,0.019981,-0.258147,-0.047697,0.018432264
120.78,0,10.009152,10,-0.60219,10,9.980414,10,10.004218,10,30.731722,5,9.835381,10,9.85224,10,0.161785,0.249123,0.238487,0.018048,-0.326148,-0.041896,0.153675454
48.84,0,9.999347,10,-0.588658,10,10.005171,10,5.024296,5,30.593257,5,10.000741,10,4.924724,5,0.183055,0.278128,0.172098,0.019659,-0.252023,-0.03255,0.3975383
94.28,0,5.007368,10,-0.595424,5,10.002077,10,4.916519,5,30.939421,10,5.06325,5,10.036186,10,0.173064,0.262336,0.21625,0.018692,-0.294564,-0.041252,0.878825137
59,0,9.967132,10,-0.592718,5,5.189813,5,4.964068,5,30.543805,10,9.998412,10,5.011123,5,0.17951,0.272327,0.174998,0.019659,-0.252668,-0.037384,0.851836946
28.53,0,9.972734,10,-0.594071,10,4.781312,5,4.868971,5,30.877606,10,4.865285,5,5.01391,5,0.195946,0.290697,0.118599,0.022882,-0.177254,-0.018048,0.905790291
97.46,0,5.297306,5,-0.594071,5,5.403347,5,9.858402,10,30.941894,10,5.128462,5,9.986019,10,0.169197,0.258147,0.216895,0.018692,-0.29682,-0.044475,0.227013706
26.28,0,5.004567,10,-0.594071,5,4.951521,5,5.021126,5,31.001236,10,4.888575,5,5.019484,5,0.200136,0.297787,0.1244,0.023204,-0.184667,-0.031906,0.006356824
91.77,0,5.004567,5,-0.585951,10,5.041267,5,4.998937,5,31.082832,10,4.9468,5,10.13652,10,0.172742,0.259758,0.218184,0.018692,-0.298109,-0.044475,0.123324529
43.88,0,5.000365,5,-0.590011,10,4.945331,5,4.998937,5,30.842989,5,10.051979,10,5.016697,5,0.185311,0.281673,0.179188,0.019659,-0.260402,-0.049953,0.871467131
44.74,0,10.016155,10,-0.592718,10,5.069119,5,4.932369,5,30.684743,5,10.019373,10,4.952595,5,0.181444,0.276517,0.174354,0.020304,-0.252668,-0.037384,0.256862118
38.99,0,10.105798,10,-0.594071,5,10.051592,10,10.061276,10,30.877606,10,5.037631,5,4.899641,5,0.194979,0.287796,0.116343,0.023204,-0.171775,-0.018692,0.550143538
91.97,0,4.99056,5,-0.584598,10,4.960805,5,4.8975,5,31.063051,10,4.972419,5,10.052909,10,0.171775,0.260403,0.218828,0.018692,-0.295853,-0.044152,0.138738578
6.77,0,1.99034,2,-0.51423,2,1.971324,2,1.987529,2,31.300421,2,1.988967,2,2.017826,2,0.196269,0.30391,0.127945,0.021593,-0.185633,-0.050276,0.498527326
117.78,0,4.991961,5,-0.60219,5,10.051592,10,9.982029,10,30.813318,5,10.000741,10,9.972084,10,0.164363,0.252346,0.242677,0.017081,-0.332271,-0.051565,0.311200616
90.32,0,7.371692,10,-0.596777,5,4.846301,5,4.932369,5,30.899859,10,4.953787,5,9.863389,10,0.172098,0.258791,0.217862,0.017403,-0.29682,-0.044152,0.896090124
103.2,0,10.013354,10,-0.594071,5,10.02374,10,9.994708,10,30.808373,10,5.142436,5,10.016677,10,0.16823,0.253957,0.210127,0.017725,-0.290697,-0.031261,0.319735504
130.82,0,9.96433,10,-0.59813,5,5.013415,5,9.991539,10,30.828154,10,10.005399,10,10.011103,10,0.15824,0.242999,0.240743,0.017081,-0.330015,-0.045764,0.101962979
3.94,0,2.030959,2,-0.51829,2,2.033218,2,2.073116,2,31.04327,2,2.012257,2,2.026188,2,0.195624,0.301654,0.128912,0.020626,-0.185633,-0.051565,0.961997773
102.7,0,10.081987,10,-0.587305,5,10.01755,10,10.023238,10,30.781174,10,4.914194,5,10.025038,10,0.166941,0.253635,0.210771,0.018048,-0.289408,-0.030617,0.790948195
93.03,0,10.04697,10,-0.585951,10,5.035078,5,5.132073,5,30.894914,10,5.058592,5,9.986019,10,0.167908,0.254279,0.212383,0.018048,-0.291019,-0.033517,0.490341846
127.68,0,5.000365,5,-0.592718,10,9.974224,10,4.89116,5,31.132284,10,10.065953,10,10.100289,10,0.165652,0.254924,0.24171,0.01837,-0.330015,-0.049309,0.319772047
65.8,0,4.907921,5,-0.592718,5,5.072214,5,9.909121,10,30.543805,10,9.97978,10,4.941446,5,0.178221,0.270716,0.182088,0.018692,-0.261047,-0.050276,0.679996452
80.03,0,4.994762,5,-0.585951,10,9.983508,10,4.992597,5,30.922113,5,5.032973,5,10.002742,10,0.173387,0.26427,0.218828,0.019015,-0.299076,-0.03964,0.04793926
125.56,0,4.979355,5,-0.594071,5,10.039213,10,5.084524,5,30.964147,10,9.982109,10,9.958149,10,0.16533,0.254601,0.242999,0.017081,-0.331949,-0.048987,0.487810303
132.74,0,10.039967,10,-0.59813,10,5.028888,5,10.115165,10,30.788592,10,9.888948,10,9.955362,10,0.157595,0.242999,0.240743,0.017081,-0.330015,-0.045119,0.94466614
123.66,0,5.015772,5,-0.588658,10,5.06293,5,4.938709,5,31.171845,10,10.105546,10,9.818796,10,0.164685,0.253635,0.243966,0.016759,-0.331949,-0.054465,0.853574322
82.43,0,9.672991,10,-0.587305,5,4.833922,5,9.9535,10,30.756448,5,4.872272,5,10.047335,10,0.166297,0.252346,0.217539,0.018048,-0.299076,-0.038351,0.373532082
26.65,0,9.993745,10,-0.594071,5,5.11554,5,4.970408,5,30.875133,10,5.023657,5,4.908002,5,0.196913,0.291341,0.118921,0.02256,-0.177576,-0.019659,0.021085411
20.34,0,7.859125,10,-0.61031,10,4.849396,5,9.994708,10,30.897387,5,4.895562,5,4.969317,5,0.199169,0.295853,0.127301,0.023526,-0.186923,-0.032228,0.783947831
55.34,0,7.063546,5,-0.595424,10,10.144433,10,10.137354,10,30.444901,5,10.084585,10,5.091947,5,0.181121,0.274905,0.172742,0.019981,-0.252023,-0.037384,0.184447488
96.22,0,4.986358,5,-0.587305,10,10.042308,10,4.945049,5,31.003709,10,4.837337,5,10.008316,10,0.173709,0.262014,0.215928,0.018692,-0.294564,-0.038996,0.746553211
109.69,0,4.996163,5,-0.604897,5,9.992792,10,4.979917,5,30.828154,5,9.977451,10,9.997167,10,0.165652,0.255246,0.237843,0.018692,-0.325825,-0.048342,0.562259684
85.84,0,4.991961,5,-0.592718,5,9.952561,10,9.95667,10,30.788592,5,4.995709,5,9.969297,10,0.171131,0.259436,0.218506,0.018048,-0.300688,-0.044475,0.385646601
104.26,1,4.997564,10,-0.595424,10,9.949467,10,9.864742,10,30.932003,10,4.974748,5,10.027825,10,0.170808,0.258147,0.214316,0.017725,-0.294886,-0.041896,0.614076147
91.8,0,4.998964,5,-0.583245,10,5.035078,5,5.030636,5,31.082832,10,5.025986,5,10.119798,10,0.171453,0.260403,0.217539,0.01837,-0.297142,-0.043508,0.1682232
95.46,0,5.287501,5,-0.588658,10,10.17538,10,5.274719,5,31.008654,10,5.130791,5,10.06127,10,0.17242,0.260403,0.214316,0.018048,-0.293275,-0.037062,0.244470415
115.17,0,10.100196,10,-0.59813,5,5.069119,5,10.042257,10,30.818263,5,10.035676,10,10.033399,10,0.160173,0.247189,0.238487,0.017725,-0.328404,-0.045764,0.145315368
5.22,0,2.019754,2,-0.516936,2,1.999176,2,2.025567,2,31.221298,2,1.991296,2,2.020613,2,0.195624,0.303588,0.128268,0.021915,-0.185956,-0.05092,0.823765933
109.27,0,9.986741,5,-0.590011,5,5.452862,10,5.005277,5,30.808373,5,10.02636,10,10.027825,10,0.160495,0.247834,0.233976,0.017081,-0.321958,-0.042863,0.417773046
19.62,0,5.018574,5,-0.613016,10,4.948426,5,9.94399,10,31.045743,5,5.021328,5,5.044567,5,0.199814,0.298109,0.12859,0.024816,-0.187245,-0.03255,0.017349925
103.1,0,10.039967,10,-0.591364,5,10.026834,10,9.994708,10,30.800955,10,5.077224,5,10.01389,10,0.167586,0.253957,0.210449,0.018692,-0.288441,-0.031261,0.465313856
11.05,0,9.955926,10,-0.575125,5,4.994847,5,4.986257,5,31.248496,5,5.053934,5,4.96653,5,0.19369,0.294564,0.144382,0.022882,-0.210127,-0.023849,0.960620455
124.61,0,10.009152,10,-0.591364,10,4.982468,5,4.843612,5,30.847935,10,9.867987,10,10.019464,10,0.160818,0.246544,0.23881,0.016436,-0.328081,-0.044797,0.166181891
44.45,0,9.730419,10,-0.594071,10,4.772028,5,4.843612,5,30.625401,5,10.042663,10,4.935872,5,0.181121,0.27555,0.175321,0.019981,-0.254279,-0.038996,0.14708168
64.98,0,10.080586,10,-0.588658,10,10.054687,10,5.030636,5,30.531442,10,10.056637,10,5.058503,5,0.179188,0.272649,0.173065,0.019659,-0.252345,-0.033195,0.598334601
91.71,0,4.99056,5,-0.592718,10,4.973184,5,5.040146,5,31.040798,10,4.998038,5,10.097502,10,0.172742,0.261369,0.217539,0.01837,-0.29682,-0.044797,0.911486143
26.14,0,4.997564,5,-0.59813,5,4.843206,5,4.938709,5,30.956729,10,4.846653,5,4.986039,5,0.202392,0.298432,0.125367,0.022882,-0.182088,-0.030294,0.062559146
37.66,0,5.005968,5,-0.604897,5,9.949467,10,9.994708,10,30.882551,10,4.984064,5,5.078012,5,0.197235,0.292631,0.120855,0.02256,-0.178543,-0.029327,0.460957758
96.84,0,9.993745,10,-0.590011,10,9.91233,10,4.970408,5,30.79601,10,5.030644,5,9.991593,10,0.168875,0.256535,0.210771,0.019015,-0.288441,-0.028361,0.72883396
3.53,0,2.002946,2,-0.51423,2,1.900146,2,2.012888,2,31.011126,2,1.956361,2,1.959298,2,0.193046,0.299721,0.12859,0.02256,-0.184344,-0.049953,0.986693117
55.5,0,5.182452,5,-0.595424,10,10.119675,10,10.096145,10,30.48199,5,10.04965,10,5.075225,5,0.183377,0.278128,0.177254,0.019015,-0.257824,-0.045119,0.520597712
119.98,0,4.987759,5,-0.60219,10,9.96494,10,10.061276,10,30.899859,5,10.038005,10,10.038973,10,0.164685,0.253312,0.242033,0.017081,-0.333238,-0.052854,0.55796056
56.01,0,5.003166,5,-0.596777,10,10.002077,10,10.023238,10,30.472099,5,10.014715,10,5.066864,5,0.184022,0.278773,0.178543,0.019015,-0.259113,-0.047375,0.80955188
10.28,0,4.888312,10,-0.576479,5,4.945331,5,4.90384,5,31.248496,5,5.058592,5,5.002762,5,0.19788,0.304555,0.157595,0.024493,-0.225596,-0.045119,0.548723212
128.85,0,9.965731,10,-0.595424,10,9.983508,10,5.021126,5,30.823209,10,9.854013,10,9.991593,10,0.160818,0.247834,0.236876,0.016436,-0.325181,-0.037384,0.665067374
17.49,0,5.195057,5,-0.615723,5,5.239328,5,10.210262,10,31.040798,5,4.995709,5,4.9944,5,0.199491,0.297465,0.129557,0.024493,-0.190145,-0.030939,0.193630801
26.19,0,4.987759,5,-0.59813,5,4.960805,5,4.976748,5,30.974037,10,4.872272,5,4.997187,5,0.201747,0.298109,0.125689,0.023204,-0.183055,-0.02965,0.260403453
101.36,0,6.360411,5,-0.594071,5,8.816805,10,10.032747,10,30.842989,10,5.049276,5,10.027825,10,0.167586,0.253957,0.21335,0.016759,-0.291986,-0.03674,0.007309945
115.69,0,5.001766,5,-0.595424,10,4.942237,5,10.007388,10,30.959202,5,10.012386,10,10.050122,10,0.163718,0.251379,0.245255,0.019015,-0.331949,-0.055754,0.470468765
87.04,0,10.023159,10,-0.600837,5,9.980414,10,9.982029,10,30.642709,5,5.091198,5,9.997167,10,0.16823,0.254924,0.213672,0.01837,-0.292631,-0.031906,0.705179324
29.98,0,4.997564,5,-0.59813,5,10.008266,10,5.055995,5,30.944366,10,5.005025,5,5.008336,5,0.200136,0.298432,0.122789,0.022882,-0.180477,-0.025782,0.299659958
53.67,0,5.001766,5,-0.600837,5,9.992792,10,10.004218,10,30.427592,5,9.998412,10,4.991613,5,0.183055,0.278773,0.178543,0.019981,-0.258469,-0.047697,0.872639134
95.91,0,4.996163,5,-0.591364,10,9.995887,10,4.973578,5,31.04327,10,5.005025,5,10.077992,10,0.173387,0.262336,0.214961,0.018692,-0.294564,-0.039318,0.741416846
117.16,0,10.030162,10,-0.600837,10,5.044362,5,9.988369,10,30.793537,5,9.977451,10,9.99438,10,0.159529,0.245578,0.239454,0.016114,-0.328404,-0.046408,0.455090675
70.55,0,9.873287,10,-0.59813,5,10.057781,10,10.045427,10,30.566058,10,10.038005,10,4.874557,5,0.17661,0.267815,0.175643,0.019015,-0.254601,-0.036095,0.761745537
71.5,0,5.101213,5,-0.594071,10,10.150622,10,10.077126,10,30.749031,10,10.056637,10,5.050141,5,0.181121,0.272971,0.179832,0.018692,-0.258147,-0.045764,0.839975456
35.9,0,4.98916,5,-0.590011,10,4.954615,5,9.95667,10,30.946839,10,5.06325,5,5.058503,5,0.196913,0.292953,0.125367,0.02256,-0.180477,-0.031583,0.844540156
94.85,0,10.006351,10,-0.587305,5,10.073255,10,5.049655,5,30.855352,10,4.92351,5,10.052909,10,0.169519,0.25718,0.211094,0.01837,-0.289085,-0.02965,0.30696833
73.95,0,4.975153,5,-0.585951,5,5.038172,5,5.008447,5,30.90975,5,5.028315,5,9.983232,10,0.172742,0.263625,0.216895,0.018048,-0.298109,-0.048664,0.885644449
47.31,0,8.214894,5,-0.588658,10,10.12277,10,5.179621,5,30.669907,5,10.005399,10,5.064077,5,0.182411,0.278128,0.171453,0.019337,-0.251701,-0.033517,0.12683356
32.15,0,4.993362,5,-0.596777,10,9.927804,10,5.036976,5,30.927058,10,5.053934,5,5.086373,5,0.201103,0.297787,0.122144,0.023204,-0.180155,-0.024171,0.371083611
4.77,0,2.001545,2,-0.515583,2,1.977513,2,2.016058,2,31.149592,2,1.991296,2,2.006678,2,0.196269,0.303588,0.128912,0.022882,-0.184989,-0.049631,0.64416611
76.82,0,9.999347,10,-0.585951,10,5.103161,5,4.868971,5,30.771284,5,4.949129,5,9.988806,10,0.169519,0.256535,0.214639,0.018048,-0.294564,-0.035129,0.707925817
56.08,0,4.993362,5,-0.595424,10,10.026834,10,9.978859,10,30.469627,5,9.895935,10,4.958169,5,0.1837,0.279095,0.178221,0.019659,-0.258469,-0.047697,0.185763358
36.54,0,9.895698,10,-0.596777,10,4.821543,5,10.042257,10,30.734195,10,4.83035,5,4.877344,5,0.193368,0.285863,0.119566,0.02256,-0.175321,-0.021915,0.686595912
66.6,0,9.946122,10,-0.59813,5,4.892721,5,10.064446,10,30.442428,10,9.982109,10,4.963743,5,0.176287,0.267493,0.177899,0.018692,-0.256857,-0.039318,0.424305286
36.26,1,5.003166,10,-0.595424,10,4.9051,5,9.975689,10,30.904804,10,5.030644,5,5.033419,5,0.197558,0.291664,0.123756,0.021915,-0.180155,-0.033195,0.196835803
74.84,0,9.996546,10,-0.583245,5,4.982468,5,4.951388,5,30.761394,5,4.995709,5,9.988806,10,0.169197,0.256535,0.214316,0.017725,-0.294564,-0.037707,0.941983718
66.93,0,10.04697,10,-0.591364,5,5.310506,5,10.070786,10,30.543805,10,10.031018,10,5.044567,5,0.175643,0.266848,0.176287,0.01837,-0.256213,-0.039963,0.401922359
117.66,0,4.997564,5,-0.604897,5,9.924709,10,10.013728,10,30.833099,5,10.000741,10,9.974871,10,0.164685,0.253957,0.244611,0.017725,-0.332916,-0.051243,0.572238217
17.39,0,5.985033,5,-0.615723,5,6.310095,5,10.676239,10,31.067996,5,4.963103,5,5.01391,5,0.196913,0.294564,0.128268,0.022237,-0.189823,-0.024493,0.481424035
100.02,0,5.001766,5,-0.592718,10,5.025794,5,9.93131,10,31.006181,10,4.9468,5,10.091927,10,0.169519,0.25718,0.217862,0.017403,-0.295531,-0.046731,0.934991072
49.82,0,5.008769,5,-0.590011,5,4.963899,5,9.994708,10,30.593257,5,9.996083,10,4.960956,5,0.183377,0.27845,0.180799,0.019337,-0.262014,-0.051887,0.066225846
74.29,0,5.066196,10,-0.59813,5,5.044362,5,5.005277,5,30.887496,5,4.951458,5,9.969297,10,0.173064,0.262659,0.217862,0.019015,-0.299721,-0.048342,0.932847346
37.99,0,4.99056,5,-0.599484,5,10.039213,10,10.032747,10,30.988873,10,4.942142,5,5.097521,5,0.196591,0.293275,0.122144,0.021593,-0.178543,-0.029327,0.031105706
44.65,0,9.98394,10,-0.579185,10,5.025794,5,4.862631,5,30.640236,5,9.982109,10,4.913576,5,0.181766,0.277161,0.174998,0.02127,-0.25299,-0.03674,0.811369434
96.57,0,9.939118,10,-0.594071,10,9.974224,10,4.691456,5,30.877606,10,4.753492,5,9.75748,10,0.169842,0.256213,0.209482,0.018048,-0.290375,-0.029005,0.538131053
92.12,0,5.021375,5,-0.581892,10,5.047456,5,4.983087,5,31.048215,10,4.986393,5,9.955362,10,0.171131,0.26008,0.218828,0.017725,-0.298754,-0.044797,0.226343297
17.95,0,4.991961,5,-0.615723,5,5.090782,5,9.661868,10,31.105085,5,4.949129,5,4.91915,5,0.199169,0.298109,0.129879,0.02256,-0.190468,-0.033195,0.043580822
80.52,0,10.006351,10,-0.590011,10,10.01755,10,4.723155,5,30.756448,5,4.87693,5,9.999955,10,0.169842,0.258147,0.212383,0.017725,-0.294886,-0.029327,0.062134433
94.82,0,10.013354,10,-0.591364,5,9.968035,10,4.913349,5,30.857825,10,4.872272,5,9.933065,10,0.169197,0.256857,0.211094,0.018692,-0.288119,-0.028683,0.895562522
138.221,0,9.98394,10,-0.604897,10,10.005171,10,10.020068,10,30.657544,10,10.033347,10,9.96651,10,0.159529,0.245578,0.239454,0.017081,-0.327437,-0.041896,0.281680599
67.58,0,4.949941,5,-0.596777,10,5.028888,5,10.134184,10,30.674853,10,10.09623,10,5.103096,5,0.178865,0.27136,0.1837,0.019015,-0.261369,-0.052854,0.560853088
69.47,0,5.203461,5,-0.60219,5,9.887572,10,9.95667,10,30.551222,10,9.989096,10,5.038993,5,0.179188,0.27136,0.179832,0.018692,-0.260402,-0.047053,0.189396904
114.82,0,10.014755,10,-0.596777,5,5.025794,5,10.023238,10,30.820736,5,10.04965,10,10.027825,10,0.161785,0.247189,0.239777,0.016759,-0.328081,-0.046086,0.843578644
121.2,0,9.996546,10,-0.611663,10,10.008266,10,9.994708,10,30.598202,5,9.998412,10,9.999955,10,0.160495,0.246544,0.237198,0.017081,-0.326792,-0.04093,0.289177443
35.44,0,5.416363,5,-0.592718,10,5.186718,5,10.086636,10,30.954257,10,5.014341,5,5.052929,5,0.196591,0.290375,0.121822,0.022237,-0.178866,-0.030939,0.260166053
104.07,0,4.994762,5,-0.588658,10,10.042308,10,9.915461,10,30.939421,10,5.012012,5,10.08914,10,0.170808,0.259113,0.215928,0.01837,-0.292953,-0.04093,0.690383434
87.74,0,4.998964,5,-0.599484,10,9.961845,10,10.092976,10,30.860298,5,4.988722,5,10.04176,10,0.170486,0.26008,0.217539,0.018692,-0.297787,-0.042863,0.708068608
90.93,0,9.958728,10,-0.584598,5,5.053646,5,4.986257,5,30.927058,10,4.888575,5,10.008316,10,0.16823,0.254601,0.21206,0.017081,-0.291664,-0.034806,0.868900741
